,일자,시가,저가,고가,종가,거래량
1063,2017-04-24,811000,805000,813000,810000,86866
1064,2017-04-25,815000,803000,815000,815000,151351
1065,2017-04-26,815000,804000,816000,807000,161105
1066,2017-04-27,796000,785000,800000,791000,169134
1067,2017-04-28,791000,791000,803000,800000,112573
1068,2017-05-02,800000,790000,807000,801000,108742
1069,2017-05-04,806000,803000,823000,823000,88182
1070,2017-05-08,823000,815000,845000,845000,133891
1071,2017-05-10,859000,823000,878000,824000,141076
1072,2017-05-11,841000,837000,866000,866000,174898
1073,2017-05-12,864000,842000,865000,848000,76597
1074,2017-05-15,853000,834000,854000,839000,47526
1075,2017-05-16,839000,830000,850000,839000,54957
1076,2017-05-17,835000,829000,838000,832000,73344
1077,2017-05-18,829000,817000,832000,824000,58999
1078,2017-05-19,822000,822000,833000,832000,125157
1079,2017-05-22,848000,834000,848000,847000,70139
1080,2017-05-23,846000,838000,850000,842000,74596
1081,2017-05-24,850000,842000,855000,852000,91609
1082,2017-05-25,855000,848000,858000,852000,66807
1083,2017-05-26,860000,854000,863000,855000,61658
1084,2017-05-29,860000,852000,864000,856000,45405
1085,2017-05-30,856000,845000,859000,852000,67161
1086,2017-05-31,849000,843000,864000,845000,95528
1087,2017-06-01,850000,842000,860000,842000,55107
1088,2017-06-02,843000,843000,864000,864000,68640
1089,2017-06-05,854000,854000,887000,876000,104348
1090,2017-06-07,876000,871000,888000,876000,84108
1091,2017-06-08,885000,877000,893000,890000,105056
1092,2017-06-09,895000,894000,975000,960000,183462
1093,2017-06-12,926000,895000,933000,895000,198383
1094,2017-06-13,895000,891000,919000,895000,112622
1095,2017-06-14,898000,875000,914000,883000,133198
1096,2017-06-15,880000,879000,896000,885000,76874
1097,2017-06-16,889000,873000,892000,892000,96765
1098,2017-06-19,887000,876000,898000,878000,63532
1099,2017-06-20,892000,864000,893000,866000,83933
1100,2017-06-21,857000,832000,881000,880000,97753
1101,2017-06-22,878000,871000,888000,880000,59325
1102,2017-06-23,884000,875000,896000,887000,61621
1103,2017-06-26,891000,881000,903000,888000,58948
1104,2017-06-27,890000,866000,902000,869000,686346
1105,2017-06-28,858000,851000,865000,861000,101311
1106,2017-06-29,864000,851000,868000,853000,72186
1107,2017-06-30,845000,835000,850000,838000,111979
1108,2017-07-03,844000,833000,850000,844000,64145
1109,2017-07-04,840000,837000,847000,840000,44926
1110,2017-07-05,837000,831000,840000,835000,65120
1111,2017-07-06,834000,818000,835000,825000,108236
1112,2017-07-07,825000,822000,841000,838000,93149
1113,2017-07-10,829000,813000,834000,813000,94323
1114,2017-07-11,813000,813000,835000,830000,82714
1115,2017-07-12,831000,815000,839000,821000,70912
1116,2017-07-13,817000,817000,837000,830000,91884
1117,2017-07-14,829000,826000,839000,839000,98662
1118,2017-07-17,840000,835000,844000,839000,84952
1119,2017-07-18,841000,826000,844000,830000,63292
1120,2017-07-19,831000,830000,842000,835000,69438
1121,2017-07-20,833000,827000,842000,835000,63638
1122,2017-07-21,832000,832000,840000,839000,60799
1123,2017-07-24,837000,821000,838000,833000,68561
1124,2017-07-25,834000,824000,838000,837000,65990
1125,2017-07-26,840000,819000,841000,825000,82343
1126,2017-07-27,820000,819000,829000,825000,70479
1127,2017-07-28,821000,799000,824000,799000,125875
1128,2017-07-31,799000,786000,808000,803000,87685
1129,2017-08-01,794000,790000,802000,796000,82928
1130,2017-08-02,792000,791000,800000,795000,83691
1131,2017-08-03,794000,775000,798000,778000,134930
1132,2017-08-04,779000,776000,785000,776000,67353
1133,2017-08-07,777000,768000,803000,796000,148923
1134,2017-08-08,801000,800000,816000,810000,104049
1135,2017-08-09,798000,797000,807000,798000,51973
1136,2017-08-10,794000,791000,802000,794000,73502
1137,2017-08-11,781000,780000,798000,795000,53942
1138,2017-08-14,807000,776000,807000,779000,79397
1139,2017-08-16,780000,779000,790000,787000,69817
1140,2017-08-17,781000,776000,786000,777000,73408
1141,2017-08-18,773000,773000,785000,784000,52621
1142,2017-08-21,784000,775000,785000,781000,40484
1143,2017-08-22,781000,763000,781000,767000,229898
1144,2017-08-23,772000,770000,781000,773000,97015
1145,2017-08-24,770000,766000,774000,771000,116996
1146,2017-08-25,771000,771000,787000,780000,82607
1147,2017-08-28,781000,779000,793000,783000,109037
1148,2017-08-29,779000,767000,780000,778000,105691
1149,2017-08-30,778000,771000,783000,774000,112999
1150,2017-08-31,769000,751000,770000,755000,198250
1151,2017-09-01,757000,745000,761000,746000,146540
1152,2017-09-04,724000,724000,734000,726000,140477
1153,2017-09-05,728000,727000,742000,736000,97577
1154,2017-09-06,729000,725000,739000,737000,80239
1155,2017-09-07,736000,730000,737000,730000,68175
1156,2017-09-08,725000,724000,733000,727000,70880
1157,2017-09-11,727000,717000,727000,720000,75517
1158,2017-09-12,723000,718000,742000,735000,83031
1159,2017-09-13,733000,725000,735000,729000,74276
1160,2017-09-14,730000,729000,769000,765000,226589
1161,2017-09-15,764000,752000,764000,760000,99262
1162,2017-09-18,762000,761000,786000,781000,122896
1163,2017-09-19,775000,764000,777000,770000,73974
1164,2017-09-20,774000,767000,787000,783000,86367
1165,2017-09-21,777000,760000,781000,763000,67757
1166,2017-09-22,765000,755000,775000,764000,64961
1167,2017-09-25,760000,749000,763000,754000,73864
1168,2017-09-26,746000,736000,755000,753000,75843
1169,2017-09-27,750000,734000,752000,734000,92054
1170,2017-09-28,730000,730000,745000,733000,108761
1171,2017-09-29,733000,733000,749000,745000,52799
1172,2017-10-10,747000,744000,770000,756000,164559
1173,2017-10-11,751000,746000,755000,751000,59229
1174,2017-10-12,751000,751000,772000,768000,114527
1175,2017-10-13,768000,758000,768000,762000,73043
1176,2017-10-16,764000,759000,767000,762000,65306
1177,2017-10-17,767000,764000,772000,768000,92894
1178,2017-10-18,768000,768000,817000,815000,219631
1179,2017-10-19,818000,805000,826000,811000,179233
1180,2017-10-20,818000,792000,823000,801000,103091
1181,2017-10-23,806000,793000,812000,799000,64870
1182,2017-10-24,797000,795000,810000,801000,55457
1183,2017-10-25,800000,795000,811000,804000,93258
1184,2017-10-26,844000,830000,854000,840000,342341
1185,2017-10-27,860000,860000,879000,879000,236645
1186,2017-10-30,887000,870000,899000,876000,105718
1187,2017-10-31,875000,868000,896000,894000,131019
1188,2017-11-01,870000,853000,879000,860000,232078
1189,2017-11-02,860000,855000,873000,856000,70554
1190,2017-11-03,852000,850000,868000,863000,62974
1191,2017-11-06,860000,855000,874000,861000,64415
1192,2017-11-07,872000,850000,872000,860000,84428
1193,2017-11-08,854000,842000,856000,849000,102691
1194,2017-11-09,843000,824000,844000,825000,176602
1195,2017-11-10,822000,807000,830000,814000,157249
1196,2017-11-13,811000,807000,824000,819000,94173
1197,2017-11-14,822000,802000,822000,805000,118432
1198,2017-11-15,805000,792000,808000,805000,91183
1199,2017-11-16,805000,798000,808000,802000,86510
1200,2017-11-17,807000,802000,822000,805000,145275
1201,2017-11-20,808000,796000,809000,801000,85893
1202,2017-11-21,802000,798000,810000,808000,79682
1203,2017-11-22,814000,798000,815000,801000,95432
1204,2017-11-23,805000,794000,807000,801000,67619
1205,2017-11-24,800000,797000,812000,810000,68255
1206,2017-11-27,808000,788000,809000,795000,117386
1207,2017-11-28,799000,796000,811000,807000,95372
1208,2017-11-29,805000,802000,814000,812000,91818
1209,2017-11-30,811000,800000,811000,800000,157332
1210,2017-12-01,809000,801000,833000,831000,153285
1211,2017-12-04,837000,828000,848000,839000,136027
1212,2017-12-05,840000,831000,843000,833000,64004
1213,2017-12-06,833000,824000,834000,826000,69199
1214,2017-12-07,834000,829000,848000,837000,155000
1215,2017-12-08,835000,821000,838000,830000,58893
1216,2017-12-11,830000,820000,835000,826000,57600
1217,2017-12-12,822000,822000,845000,828000,73019
1218,2017-12-13,829000,824000,842000,841000,71600
1219,2017-12-14,842000,835000,849000,835000,143097
1220,2017-12-15,841000,837000,844000,844000,91136
1221,2017-12-18,844000,840000,865000,860000,118097
1222,2017-12-19,863000,850000,870000,855000,79667
1223,2017-12-20,859000,849000,868000,849000,68341
1224,2017-12-21,849000,834000,853000,842000,82697
1225,2017-12-22,850000,843000,864000,862000,87458
1226,2017-12-26,865000,859000,880000,874000,103805
1227,2017-12-27,872000,866000,878000,877000,57356
1228,2017-12-28,880000,860000,881000,870000,65370
